j_day,host_spp,host_den
3962,squirrel,8
3963,deer,8
3963,mouse,100
3963,squirrel,8
3964,deer,8
3964,mouse,100
3964,squirrel,8
3965,deer,8
3965,mouse,100
3965,squirrel,8
3966,deer,8
3966,mouse,100
3966,squirrel,8
3967,deer,8
3967,mouse,100
3967,squirrel,8
3968,deer,8
3968,mouse,100
3968,squirrel,8
3969,deer,8
3969,mouse,100
3969,squirrel,8
3970,deer,8
3970,mouse,100
3970,squirrel,8
3971,deer,8
3971,mouse,100
3971,squirrel,8
3972,deer,8
3972,mouse,100
3972,squirrel,8
3973,deer,8
3973,mouse,100
3973,squirrel,8
3974,deer,8
3974,mouse,100
3974,squirrel,8
3975,deer,8
3975,mouse,100
3975,squirrel,8
3976,deer,8
3976,mouse,100
3976,squirrel,8
3977,deer,8
3977,mouse,100
3977,squirrel,8
3978,deer,8
3978,mouse,100
3978,squirrel,8
3979,deer,8
3979,mouse,100
3979,squirrel,8
3980,deer,8
3980,mouse,100
3980,squirrel,8
3981,deer,8
3981,mouse,100
3981,squirrel,8
3982,deer,8
3982,mouse,100
3982,squirrel,8
3983,deer,8
3983,mouse,100
3983,squirrel,8
3984,deer,8
3984,mouse,100
3984,squirrel,8
3985,deer,8
3985,mouse,100
3985,squirrel,8
3986,deer,8
3986,mouse,100
3986,squirrel,8
3987,deer,8
3987,mouse,100
3987,squirrel,8
3988,deer,8
3988,mouse,100
3988,squirrel,8
3989,deer,8
3989,mouse,100
3989,squirrel,8
3990,deer,8
3990,mouse,100
3990,squirrel,8
3991,deer,8
3991,mouse,100
3991,squirrel,8
3992,deer,8
3992,mouse,100
3992,squirrel,8
3993,deer,8
3993,mouse,100
3993,squirrel,8
3994,deer,8
3994,mouse,100
3994,squirrel,8
3995,deer,8
3995,mouse,100
3995,squirrel,8
3996,deer,8
3996,mouse,100
3996,squirrel,8
3997,deer,8
3997,mouse,100
3997,squirrel,8
3998,deer,8
3998,mouse,100
3998,squirrel,8
3999,deer,8
3999,mouse,100
3999,squirrel,8
4000,deer,8
4000,mouse,100
4000,squirrel,8
4001,deer,8
4001,mouse,100
4001,squirrel,8
4002,deer,8
4002,mouse,100
4002,squirrel,8
4003,deer,8
4003,mouse,100
4003,squirrel,8
4004,deer,8
4004,mouse,100
4004,squirrel,8
4005,deer,8
4005,mouse,100
4005,squirrel,8
4006,deer,8
4006,mouse,100
4006,squirrel,8
4007,deer,8
4007,mouse,100
4007,squirrel,8
4008,deer,8
4008,mouse,100
4008,squirrel,8
4009,deer,8
4009,mouse,100
4009,squirrel,8
4010,deer,8
4010,mouse,100
4010,squirrel,8
4011,deer,8
4011,mouse,100
4011,squirrel,8
4012,deer,8
4012,mouse,100
4012,squirrel,8
4013,deer,8
4013,mouse,100
4013,squirrel,8
4014,deer,8
4014,mouse,100
4014,squirrel,8
4015,deer,8
4015,mouse,100
4015,squirrel,8
