tmean,j_day
18.5,591
18.5,592
18.5,593
18.5,594
18.5,595
18.5,596
18.5,597
18.5,598
18.5,599
18.5,600
18.5,601
18.5,602
18.5,603
18.5,604
18.5,605
18.5,606
18.5,607
18.5,608
14.3,609
14.3,610
14.3,611
14.3,612
14.3,613
14.3,614
14.3,615
14.3,616
14.3,617
14.3,618
14.3,619
14.3,620
14.3,621
14.3,622
14.3,623
14.3,624
14.3,625
14.3,626
14.3,627
14.3,628
14.3,629
14.3,630
14.3,631
14.3,632
14.3,633
14.3,634
14.3,635
14.3,636
14.3,637
14.3,638
8.3,639
8.3,640
8.3,641
8.3,642
8.3,643
8.3,644
8.3,645
8.3,646
8.3,647
8.3,648
8.3,649
8.3,650
8.3,651
8.3,652
8.3,653
8.3,654
8.3,655
8.3,656
8.3,657
8.3,658
8.3,659
8.3,660
8.3,661
8.3,662
8.3,663
8.3,664
8.3,665
8.3,666
8.3,667
8.3,668
8.3,669
2.4,670
2.4,671
2.4,672
2.4,673
2.4,674
2.4,675
2.4,676
2.4,677
2.4,678
2.4,679
2.4,680
2.4,681
2.4,682
2.4,683
2.4,684
2.4,685
2.4,686
2.4,687
2.4,688
2.4,689
2.4,690
2.4,691
2.4,692
2.4,693
2.4,694
2.4,695
2.4,696
2.4,697
2.4,698
2.4,699
-3.8,700
-3.8,701
-3.8,702
-3.8,703
-3.8,704
-3.8,705
-3.8,706
-3.8,707
-3.8,708
-3.8,709
-3.8,710
-3.8,711
-3.8,712
-3.8,713
-3.8,714
-3.8,715
-3.8,716
-3.8,717
-3.8,718
-3.8,719
-3.8,720
-3.8,721
-3.8,722
-3.8,723
-3.8,724
-3.8,725
-3.8,726
-3.8,727
-3.8,728
-3.8,729
-3.8,730
-7.1,731
-7.1,732
-7.1,733
-7.1,734
-7.1,735
-7.1,736
-7.1,737
-7.1,738
-7.1,739
-7.1,740
-7.1,741
-7.1,742
-7.1,743
-7.1,744
-7.1,745
-7.1,746
-7.1,747
-7.1,748
-7.1,749
-7.1,750
-7.1,751
-7.1,752
-7.1,753
-7.1,754
-7.1,755
-7.1,756
-7.1,757
-7.1,758
-7.1,759
-7.1,760
-7.1,761
-6.7,762
-6.7,763
-6.7,764
-6.7,765
-6.7,766
-6.7,767
-6.7,768
-6.7,769
-6.7,770
-6.7,771
-6.7,772
-6.7,773
-6.7,774
-6.7,775
-6.7,776
-6.7,777
-6.7,778
-6.7,779
-6.7,780
-6.7,781
-6.7,782
-6.7,783
-6.7,784
-6.7,785
-6.7,786
-6.7,787
-6.7,788
-6.7,789
-1.7,790
-1.7,791
-1.7,792
-1.7,793
-1.7,794
-1.7,795
-1.7,796
-1.7,797
-1.7,798
-1.7,799
-1.7,800
-1.7,801
-1.7,802
-1.7,803
-1.7,804
-1.7,805
-1.7,806
-1.7,807
-1.7,808
-1.7,809
-1.7,810
-1.7,811
-1.7,812
-1.7,813
-1.7,814
-1.7,815
-1.7,816
-1.7,817
-1.7,818
-1.7,819
-1.7,820
5.4,821
5.4,822
5.4,823
5.4,824
5.4,825
5.4,826
5.4,827
5.4,828
5.4,829
5.4,830
5.4,831
5.4,832
5.4,833
5.4,834
5.4,835
5.4,836
5.4,837
5.4,838
5.4,839
5.4,840
5.4,841
5.4,842
5.4,843
5.4,844
5.4,845
5.4,846
5.4,847
5.4,848
5.4,849
5.4,850
12,851
12,852
12,853
12,854
12,855
12,856
12,857
12,858
12,859
12,860
12,861
12,862
12,863
12,864
12,865
12,866
12,867
12,868
12,869
12,870
12,871
12,872
12,873
12,874
12,875
12,876
12,877
12,878
12,879
12,880
12,881
16.9,882
16.9,883
16.9,884
16.9,885
16.9,886
16.9,887
16.9,888
16.9,889
16.9,890
16.9,891
16.9,892
16.9,893
16.9,894
16.9,895
16.9,896
16.9,897
16.9,898
16.9,899
16.9,900
16.9,901
16.9,902
16.9,903
16.9,904
16.9,905
16.9,906
16.9,907
16.9,908
16.9,909
16.9,910
16.9,911
19.5,912
19.5,913
19.5,914
19.5,915
19.5,916
19.5,917
19.5,918
19.5,919
19.5,920
19.5,921
19.5,922
19.5,923
19.5,924
19.5,925
19.5,926
19.5,927
19.5,928
19.5,929
19.5,930
19.5,931
19.5,932
19.5,933
19.5,934
19.5,935
19.5,936
19.5,937
19.5,938
19.5,939
19.5,940
19.5,941
19.5,942
18.5,943
18.5,944
18.5,945
18.5,946
18.5,947
18.5,948
18.5,949
18.5,950
18.5,951
18.5,952
18.5,953
18.5,954
18.5,955
18.5,956
18.5,957
18.5,958
18.5,959
18.5,960
18.5,961
18.5,962
18.5,963
18.5,964
18.5,965
18.5,966
18.5,967
18.5,968
18.5,969
18.5,970
18.5,971
18.5,972
18.5,973
14.3,974
14.3,975
14.3,976
14.3,977
14.3,978
14.3,979
14.3,980
14.3,981
14.3,982
14.3,983
14.3,984
14.3,985
14.3,986
14.3,987
14.3,988
14.3,989
14.3,990
14.3,991
14.3,992
14.3,993
14.3,994
14.3,995
14.3,996
14.3,997
14.3,998
14.3,999
14.3,1000
14.3,1001
14.3,1002
14.3,1003
8.3,1004
8.3,1005
8.3,1006
8.3,1007
8.3,1008
8.3,1009
8.3,1010
8.3,1011
8.3,1012
8.3,1013
8.3,1014
8.3,1015
8.3,1016
8.3,1017
8.3,1018
8.3,1019
8.3,1020
8.3,1021
8.3,1022
8.3,1023
8.3,1024
8.3,1025
8.3,1026
8.3,1027
8.3,1028
8.3,1029
8.3,1030
8.3,1031
8.3,1032
8.3,1033
8.3,1034
2.4,1035
2.4,1036
2.4,1037
2.4,1038
2.4,1039
2.4,1040
2.4,1041
2.4,1042
2.4,1043
2.4,1044
2.4,1045
2.4,1046
2.4,1047
2.4,1048
2.4,1049
2.4,1050
2.4,1051
2.4,1052
2.4,1053
2.4,1054
2.4,1055
2.4,1056
2.4,1057
2.4,1058
2.4,1059
2.4,1060
2.4,1061
2.4,1062
2.4,1063
2.4,1064
-3.8,1065
-3.8,1066
-3.8,1067
-3.8,1068
-3.8,1069
-3.8,1070
-3.8,1071
-3.8,1072
-3.8,1073
-3.8,1074
-3.8,1075
-3.8,1076
-3.8,1077
-3.8,1078
-3.8,1079
-3.8,1080
-3.8,1081
-3.8,1082
-3.8,1083
-3.8,1084
-3.8,1085
-3.8,1086
-3.8,1087
-3.8,1088
-3.8,1089
-3.8,1090
-3.8,1091
-3.8,1092
-3.8,1093
-3.8,1094
-3.8,1095
-7.1,1096
-7.1,1097
-7.1,1098
-7.1,1099
-7.1,1100
-7.1,1101
-7.1,1102
-7.1,1103
-7.1,1104
-7.1,1105
-7.1,1106
-7.1,1107
-7.1,1108
-7.1,1109
-7.1,1110
-7.1,1111
-7.1,1112
-7.1,1113
-7.1,1114
-7.1,1115
-7.1,1116
-7.1,1117
-7.1,1118
-7.1,1119
-7.1,1120
-7.1,1121
-7.1,1122
-7.1,1123
-7.1,1124
-7.1,1125
-7.1,1126
-6.7,1127
-6.7,1128
-6.7,1129
-6.7,1130
-6.7,1131
-6.7,1132
-6.7,1133
-6.7,1134
-6.7,1135
-6.7,1136
-6.7,1137
-6.7,1138
-6.7,1139
-6.7,1140
-6.7,1141
-6.7,1142
-6.7,1143
-6.7,1144
-6.7,1145
-6.7,1146
-6.7,1147
-6.7,1148
-6.7,1149
-6.7,1150
-6.7,1151
-6.7,1152
-6.7,1153
-6.7,1154
-1.7,1155
-1.7,1156
-1.7,1157
-1.7,1158
-1.7,1159
-1.7,1160
-1.7,1161
-1.7,1162
-1.7,1163
-1.7,1164
-1.7,1165
-1.7,1166
-1.7,1167
-1.7,1168
-1.7,1169
-1.7,1170
-1.7,1171
-1.7,1172
-1.7,1173
-1.7,1174
-1.7,1175
-1.7,1176
-1.7,1177
-1.7,1178
-1.7,1179
-1.7,1180
-1.7,1181
-1.7,1182
-1.7,1183
-1.7,1184
-1.7,1185
5.4,1186
5.4,1187
5.4,1188
5.4,1189
5.4,1190
5.4,1191
5.4,1192
5.4,1193
5.4,1194
5.4,1195
5.4,1196
5.4,1197
5.4,1198
5.4,1199
5.4,1200
5.4,1201
5.4,1202
5.4,1203
5.4,1204
5.4,1205
5.4,1206
5.4,1207
5.4,1208
5.4,1209
5.4,1210
5.4,1211
5.4,1212
5.4,1213
5.4,1214
5.4,1215
12,1216
12,1217
12,1218
12,1219
12,1220
12,1221
12,1222
12,1223
12,1224
12,1225
12,1226
12,1227
12,1228
12,1229
12,1230
12,1231
12,1232
12,1233
12,1234
12,1235
12,1236
12,1237
12,1238
12,1239
12,1240
12,1241
12,1242
12,1243
12,1244
12,1245
12,1246
16.9,1247
16.9,1248
16.9,1249
16.9,1250
16.9,1251
16.9,1252
16.9,1253
16.9,1254
16.9,1255
16.9,1256
16.9,1257
16.9,1258
16.9,1259
16.9,1260
16.9,1261
16.9,1262
16.9,1263
16.9,1264
16.9,1265
16.9,1266
16.9,1267
16.9,1268
16.9,1269
16.9,1270
16.9,1271
16.9,1272
16.9,1273
16.9,1274
16.9,1275
16.9,1276
19.5,1277
19.5,1278
19.5,1279
19.5,1280
19.5,1281
19.5,1282
19.5,1283
19.5,1284
19.5,1285
19.5,1286
19.5,1287
19.5,1288
19.5,1289
19.5,1290
19.5,1291
19.5,1292
19.5,1293
19.5,1294
19.5,1295
19.5,1296
19.5,1297
19.5,1298
19.5,1299
19.5,1300
19.5,1301
19.5,1302
19.5,1303
19.5,1304
19.5,1305
19.5,1306
19.5,1307
18.5,1308
18.5,1309
18.5,1310
18.5,1311
18.5,1312
18.5,1313
18.5,1314
18.5,1315
18.5,1316
18.5,1317
18.5,1318
18.5,1319
18.5,1320
18.5,1321
18.5,1322
18.5,1323
18.5,1324
18.5,1325
18.5,1326
18.5,1327
18.5,1328
18.5,1329
18.5,1330
18.5,1331
18.5,1332
18.5,1333
18.5,1334
18.5,1335
18.5,1336
18.5,1337
18.5,1338
14.3,1339
14.3,1340
14.3,1341
14.3,1342
14.3,1343
14.3,1344
14.3,1345
14.3,1346
14.3,1347
14.3,1348
14.3,1349
14.3,1350
14.3,1351
14.3,1352
14.3,1353
14.3,1354
14.3,1355
14.3,1356
14.3,1357
14.3,1358
14.3,1359
14.3,1360
14.3,1361
14.3,1362
14.3,1363
14.3,1364
14.3,1365
14.3,1366
14.3,1367
14.3,1368
8.3,1369
8.3,1370
8.3,1371
8.3,1372
8.3,1373
8.3,1374
8.3,1375
8.3,1376
8.3,1377
8.3,1378
8.3,1379
8.3,1380
8.3,1381
8.3,1382
8.3,1383
8.3,1384
8.3,1385
8.3,1386
8.3,1387
8.3,1388
8.3,1389
8.3,1390
8.3,1391
8.3,1392
8.3,1393
8.3,1394
8.3,1395
8.3,1396
8.3,1397
8.3,1398
8.3,1399
2.4,1400
2.4,1401
2.4,1402
2.4,1403
2.4,1404
2.4,1405
2.4,1406
2.4,1407
2.4,1408
2.4,1409
2.4,1410
2.4,1411
2.4,1412
2.4,1413
2.4,1414
2.4,1415
2.4,1416
2.4,1417
2.4,1418
2.4,1419
2.4,1420
2.4,1421
2.4,1422
2.4,1423
2.4,1424
2.4,1425
2.4,1426
2.4,1427
2.4,1428
2.4,1429
-3.8,1430
-3.8,1431
-3.8,1432
-3.8,1433
-3.8,1434
-3.8,1435
-3.8,1436
-3.8,1437
-3.8,1438
-3.8,1439
-3.8,1440
-3.8,1441
-3.8,1442
-3.8,1443
-3.8,1444
-3.8,1445
-3.8,1446
-3.8,1447
-3.8,1448
-3.8,1449
-3.8,1450
-3.8,1451
-3.8,1452
-3.8,1453
-3.8,1454
-3.8,1455
-3.8,1456
-3.8,1457
-3.8,1458
-3.8,1459
-3.8,1460
-7.1,1461
-7.1,1462
-7.1,1463
-7.1,1464
-7.1,1465
-7.1,1466
-7.1,1467
-7.1,1468
-7.1,1469
-7.1,1470
-7.1,1471
-7.1,1472
-7.1,1473
-7.1,1474
-7.1,1475
-7.1,1476
-7.1,1477
-7.1,1478
-7.1,1479
-7.1,1480
-7.1,1481
-7.1,1482
-7.1,1483
-7.1,1484
-7.1,1485
-7.1,1486
-7.1,1487
-7.1,1488
-7.1,1489
-7.1,1490
-7.1,1491
-6.7,1492
-6.7,1493
-6.7,1494
-6.7,1495
-6.7,1496
-6.7,1497
-6.7,1498
-6.7,1499
-6.7,1500
-6.7,1501
-6.7,1502
-6.7,1503
-6.7,1504
-6.7,1505
-6.7,1506
-6.7,1507
-6.7,1508
-6.7,1509
-6.7,1510
-6.7,1511
-6.7,1512
-6.7,1513
-6.7,1514
-6.7,1515
-6.7,1516
-6.7,1517
-6.7,1518
-6.7,1519
-1.7,1520
-1.7,1521
-1.7,1522
-1.7,1523
-1.7,1524
-1.7,1525
-1.7,1526
-1.7,1527
-1.7,1528
-1.7,1529
-1.7,1530
-1.7,1531
-1.7,1532
-1.7,1533
-1.7,1534
-1.7,1535
-1.7,1536
-1.7,1537
-1.7,1538
-1.7,1539
-1.7,1540
-1.7,1541
-1.7,1542
-1.7,1543
-1.7,1544
-1.7,1545
-1.7,1546
-1.7,1547
-1.7,1548
-1.7,1549
-1.7,1550
5.4,1551
5.4,1552
5.4,1553
5.4,1554
5.4,1555
5.4,1556
5.4,1557
5.4,1558
5.4,1559
5.4,1560
5.4,1561
5.4,1562
5.4,1563
5.4,1564
5.4,1565
5.4,1566
5.4,1567
5.4,1568
5.4,1569
5.4,1570
5.4,1571
5.4,1572
5.4,1573
5.4,1574
5.4,1575
5.4,1576
5.4,1577
5.4,1578
5.4,1579
5.4,1580
12,1581
12,1582
12,1583
12,1584
12,1585
12,1586
12,1587
12,1588
12,1589
12,1590
12,1591
12,1592
12,1593
12,1594
12,1595
12,1596
12,1597
12,1598
12,1599
12,1600
12,1601
12,1602
12,1603
12,1604
12,1605
12,1606
12,1607
12,1608
12,1609
12,1610
12,1611
16.9,1612
16.9,1613
16.9,1614
16.9,1615
16.9,1616
16.9,1617
16.9,1618
16.9,1619
16.9,1620
16.9,1621
16.9,1622
16.9,1623
16.9,1624
16.9,1625
16.9,1626
16.9,1627
16.9,1628
16.9,1629
16.9,1630
16.9,1631
16.9,1632
16.9,1633
16.9,1634
16.9,1635
16.9,1636
16.9,1637
16.9,1638
16.9,1639
16.9,1640
16.9,1641
19.5,1642
19.5,1643
19.5,1644
19.5,1645
19.5,1646
19.5,1647
19.5,1648
19.5,1649
19.5,1650
19.5,1651
19.5,1652
19.5,1653
19.5,1654
19.5,1655
19.5,1656
19.5,1657
19.5,1658
19.5,1659
19.5,1660
19.5,1661
19.5,1662
19.5,1663
19.5,1664
19.5,1665
19.5,1666
19.5,1667
19.5,1668
19.5,1669
19.5,1670
19.5,1671
19.5,1672
18.5,1673
18.5,1674
18.5,1675
18.5,1676
18.5,1677
18.5,1678
18.5,1679
18.5,1680
18.5,1681
18.5,1682
18.5,1683
18.5,1684
18.5,1685
18.5,1686
18.5,1687
18.5,1688
18.5,1689
18.5,1690
18.5,1691
18.5,1692
18.5,1693
18.5,1694
18.5,1695
18.5,1696
18.5,1697
18.5,1698
18.5,1699
18.5,1700
18.5,1701
18.5,1702
18.5,1703
14.3,1704
14.3,1705
14.3,1706
14.3,1707
14.3,1708
14.3,1709
14.3,1710
14.3,1711
14.3,1712
14.3,1713
14.3,1714
14.3,1715
14.3,1716
14.3,1717
14.3,1718
14.3,1719
14.3,1720
14.3,1721
14.3,1722
14.3,1723
14.3,1724
14.3,1725
14.3,1726
14.3,1727
14.3,1728
14.3,1729
14.3,1730
14.3,1731
14.3,1732
14.3,1733
8.3,1734
8.3,1735
8.3,1736
8.3,1737
8.3,1738
8.3,1739
8.3,1740
8.3,1741
8.3,1742
8.3,1743
8.3,1744
8.3,1745
8.3,1746
8.3,1747
8.3,1748
8.3,1749
8.3,1750
8.3,1751
8.3,1752
8.3,1753
8.3,1754
8.3,1755
8.3,1756
8.3,1757
8.3,1758
8.3,1759
8.3,1760
8.3,1761
8.3,1762
8.3,1763
8.3,1764
2.4,1765
2.4,1766
2.4,1767
2.4,1768
2.4,1769
2.4,1770
2.4,1771
2.4,1772
2.4,1773
2.4,1774
2.4,1775
2.4,1776
2.4,1777
2.4,1778
2.4,1779
2.4,1780
2.4,1781
2.4,1782
2.4,1783
2.4,1784
2.4,1785
2.4,1786
2.4,1787
2.4,1788
2.4,1789
2.4,1790
2.4,1791
2.4,1792
2.4,1793
2.4,1794
-3.8,1795
-3.8,1796
-3.8,1797
-3.8,1798
-3.8,1799
-3.8,1800
-3.8,1801
-3.8,1802
-3.8,1803
-3.8,1804
-3.8,1805
-3.8,1806
-3.8,1807
-3.8,1808
-3.8,1809
-3.8,1810
-3.8,1811
-3.8,1812
-3.8,1813
-3.8,1814
-3.8,1815
-3.8,1816
-3.8,1817
-3.8,1818
-3.8,1819
-3.8,1820
-3.8,1821
-3.8,1822
-3.8,1823
-3.8,1824
-3.8,1825
-7.1,1826
-7.1,1827
-7.1,1828
-7.1,1829
-7.1,1830
-7.1,1831
-7.1,1832
-7.1,1833
-7.1,1834
-7.1,1835
-7.1,1836
-7.1,1837
-7.1,1838
-7.1,1839
-7.1,1840
-7.1,1841
-7.1,1842
-7.1,1843
-7.1,1844
-7.1,1845
-7.1,1846
-7.1,1847
-7.1,1848
-7.1,1849
-7.1,1850
-7.1,1851
-7.1,1852
-7.1,1853
-7.1,1854
-7.1,1855
-7.1,1856
-6.7,1857
-6.7,1858
-6.7,1859
-6.7,1860
-6.7,1861
-6.7,1862
-6.7,1863
-6.7,1864
-6.7,1865
-6.7,1866
-6.7,1867
-6.7,1868
-6.7,1869
-6.7,1870
-6.7,1871
-6.7,1872
-6.7,1873
-6.7,1874
-6.7,1875
-6.7,1876
-6.7,1877
-6.7,1878
-6.7,1879
-6.7,1880
-6.7,1881
-6.7,1882
-6.7,1883
-6.7,1884
-1.7,1885
-1.7,1886
-1.7,1887
-1.7,1888
-1.7,1889
-1.7,1890
-1.7,1891
-1.7,1892
-1.7,1893
-1.7,1894
-1.7,1895
-1.7,1896
-1.7,1897
-1.7,1898
-1.7,1899
-1.7,1900
-1.7,1901
-1.7,1902
-1.7,1903
-1.7,1904
-1.7,1905
-1.7,1906
-1.7,1907
-1.7,1908
-1.7,1909
-1.7,1910
-1.7,1911
-1.7,1912
-1.7,1913
-1.7,1914
-1.7,1915
5.4,1916
5.4,1917
5.4,1918
5.4,1919
5.4,1920
5.4,1921
5.4,1922
5.4,1923
5.4,1924
5.4,1925
5.4,1926
5.4,1927
5.4,1928
5.4,1929
5.4,1930
5.4,1931
5.4,1932
5.4,1933
5.4,1934
5.4,1935
5.4,1936
5.4,1937
5.4,1938
5.4,1939
5.4,1940
5.4,1941
5.4,1942
5.4,1943
5.4,1944
5.4,1945
12,1946
12,1947
12,1948
12,1949
12,1950
12,1951
12,1952
12,1953
12,1954
12,1955
12,1956
12,1957
12,1958
12,1959
12,1960
12,1961
12,1962
12,1963
12,1964
12,1965
12,1966
12,1967
12,1968
12,1969
12,1970
12,1971
12,1972
12,1973
12,1974
12,1975
12,1976
16.9,1977
16.9,1978
16.9,1979
16.9,1980
16.9,1981
16.9,1982
16.9,1983
16.9,1984
16.9,1985
16.9,1986
16.9,1987
16.9,1988
16.9,1989
16.9,1990
16.9,1991
16.9,1992
16.9,1993
16.9,1994
16.9,1995
16.9,1996
16.9,1997
16.9,1998
16.9,1999
16.9,2000
16.9,2001
16.9,2002
16.9,2003
16.9,2004
16.9,2005
16.9,2006
19.5,2007
19.5,2008
19.5,2009
19.5,2010
19.5,2011
19.5,2012
19.5,2013
19.5,2014
19.5,2015
19.5,2016
19.5,2017
19.5,2018
19.5,2019
19.5,2020
19.5,2021
19.5,2022
19.5,2023
19.5,2024
19.5,2025
19.5,2026
19.5,2027
19.5,2028
19.5,2029
19.5,2030
19.5,2031
19.5,2032
19.5,2033
19.5,2034
19.5,2035
19.5,2036
19.5,2037
18.5,2038
18.5,2039
18.5,2040
18.5,2041
18.5,2042
18.5,2043
18.5,2044
18.5,2045
18.5,2046
18.5,2047
18.5,2048
18.5,2049
18.5,2050
18.5,2051
18.5,2052
18.5,2053
18.5,2054
18.5,2055
18.5,2056
18.5,2057
18.5,2058
18.5,2059
18.5,2060
18.5,2061
18.5,2062
18.5,2063
18.5,2064
18.5,2065
18.5,2066
18.5,2067
18.5,2068
14.3,2069
14.3,2070
14.3,2071
14.3,2072
14.3,2073
14.3,2074
14.3,2075
14.3,2076
14.3,2077
14.3,2078
14.3,2079
14.3,2080
14.3,2081
14.3,2082
14.3,2083
14.3,2084
14.3,2085
14.3,2086
14.3,2087
14.3,2088
14.3,2089
14.3,2090
14.3,2091
14.3,2092
14.3,2093
14.3,2094
