tmean,j_day
-3.5,796
-3.5,797
-3.5,798
-3.5,799
-3.5,800
-3.5,801
-3.5,802
-3.5,803
-3.5,804
-3.5,805
-3.5,806
-3.5,807
-3.5,808
-3.5,809
-3.5,810
-3.5,811
-3.5,812
-3.5,813
-3.5,814
-3.5,815
-3.5,816
-3.5,817
-3.5,818
-3.5,819
-3.5,820
3.4,821
3.4,822
3.4,823
3.4,824
3.4,825
3.4,826
3.4,827
3.4,828
3.4,829
3.4,830
3.4,831
3.4,832
3.4,833
3.4,834
3.4,835
3.4,836
3.4,837
3.4,838
3.4,839
3.4,840
3.4,841
3.4,842
3.4,843
3.4,844
3.4,845
3.4,846
3.4,847
3.4,848
3.4,849
3.4,850
9.7,851
9.7,852
9.7,853
9.7,854
9.7,855
9.7,856
9.7,857
9.7,858
9.7,859
9.7,860
9.7,861
9.7,862
9.7,863
9.7,864
9.7,865
9.7,866
9.7,867
9.7,868
9.7,869
9.7,870
9.7,871
9.7,872
9.7,873
9.7,874
9.7,875
9.7,876
9.7,877
9.7,878
9.7,879
9.7,880
9.7,881
14.1,882
14.1,883
14.1,884
14.1,885
14.1,886
14.1,887
14.1,888
14.1,889
14.1,890
14.1,891
14.1,892
14.1,893
14.1,894
14.1,895
14.1,896
14.1,897
14.1,898
14.1,899
14.1,900
14.1,901
14.1,902
14.1,903
14.1,904
14.1,905
14.1,906
14.1,907
14.1,908
14.1,909
14.1,910
14.1,911
18,912
18,913
18,914
18,915
18,916
18,917
18,918
18,919
18,920
18,921
18,922
18,923
18,924
18,925
18,926
18,927
18,928
18,929
18,930
18,931
18,932
18,933
18,934
18,935
18,936
18,937
18,938
18,939
18,940
18,941
18,942
17.7,943
17.7,944
17.7,945
17.7,946
17.7,947
17.7,948
17.7,949
17.7,950
17.7,951
17.7,952
17.7,953
17.7,954
17.7,955
17.7,956
17.7,957
17.7,958
17.7,959
17.7,960
17.7,961
17.7,962
17.7,963
17.7,964
17.7,965
17.7,966
17.7,967
17.7,968
17.7,969
17.7,970
17.7,971
17.7,972
17.7,973
13.4,974
13.4,975
13.4,976
13.4,977
13.4,978
13.4,979
13.4,980
13.4,981
13.4,982
13.4,983
13.4,984
13.4,985
13.4,986
13.4,987
13.4,988
13.4,989
13.4,990
13.4,991
13.4,992
13.4,993
13.4,994
13.4,995
13.4,996
13.4,997
13.4,998
13.4,999
13.4,1000
13.4,1001
13.4,1002
13.4,1003
7.7,1004
7.7,1005
7.7,1006
7.7,1007
7.7,1008
7.7,1009
7.7,1010
7.7,1011
7.7,1012
7.7,1013
7.7,1014
7.7,1015
7.7,1016
7.7,1017
7.7,1018
7.7,1019
7.7,1020
7.7,1021
7.7,1022
7.7,1023
7.7,1024
7.7,1025
7.7,1026
7.7,1027
7.7,1028
7.7,1029
7.7,1030
7.7,1031
7.7,1032
7.7,1033
7.7,1034
2,1035
2,1036
2,1037
2,1038
2,1039
2,1040
2,1041
2,1042
2,1043
2,1044
2,1045
2,1046
2,1047
2,1048
2,1049
2,1050
2,1051
2,1052
2,1053
2,1054
2,1055
2,1056
2,1057
2,1058
2,1059
2,1060
2,1061
2,1062
2,1063
2,1064
-4.5,1065
-4.5,1066
-4.5,1067
-4.5,1068
-4.5,1069
-4.5,1070
-4.5,1071
-4.5,1072
-4.5,1073
-4.5,1074
-4.5,1075
-4.5,1076
-4.5,1077
-4.5,1078
-4.5,1079
-4.5,1080
-4.5,1081
-4.5,1082
-4.5,1083
-4.5,1084
-4.5,1085
-4.5,1086
-4.5,1087
-4.5,1088
-4.5,1089
-4.5,1090
-4.5,1091
-4.5,1092
-4.5,1093
-4.5,1094
-4.5,1095
-8.5,1096
-8.5,1097
-8.5,1098
-8.5,1099
-8.5,1100
-8.5,1101
-8.5,1102
-8.5,1103
-8.5,1104
-8.5,1105
-8.5,1106
-8.5,1107
-8.5,1108
-8.5,1109
-8.5,1110
-8.5,1111
-8.5,1112
-8.5,1113
-8.5,1114
-8.5,1115
-8.5,1116
-8.5,1117
-8.5,1118
-8.5,1119
-8.5,1120
-8.5,1121
-8.5,1122
-8.5,1123
-8.5,1124
-8.5,1125
-8.5,1126
-8,1127
-8,1128
-8,1129
-8,1130
-8,1131
-8,1132
-8,1133
-8,1134
-8,1135
-8,1136
-8,1137
-8,1138
-8,1139
-8,1140
-8,1141
-8,1142
-8,1143
-8,1144
-8,1145
-8,1146
-8,1147
-8,1148
-8,1149
-8,1150
-8,1151
-8,1152
-8,1153
-8,1154
-3.5,1155
-3.5,1156
-3.5,1157
-3.5,1158
-3.5,1159
-3.5,1160
-3.5,1161
-3.5,1162
-3.5,1163
-3.5,1164
-3.5,1165
-3.5,1166
-3.5,1167
-3.5,1168
-3.5,1169
-3.5,1170
-3.5,1171
-3.5,1172
-3.5,1173
-3.5,1174
-3.5,1175
-3.5,1176
-3.5,1177
-3.5,1178
-3.5,1179
-3.5,1180
-3.5,1181
-3.5,1182
-3.5,1183
-3.5,1184
-3.5,1185
3.4,1186
3.4,1187
3.4,1188
3.4,1189
3.4,1190
3.4,1191
3.4,1192
3.4,1193
3.4,1194
3.4,1195
3.4,1196
3.4,1197
3.4,1198
3.4,1199
3.4,1200
3.4,1201
3.4,1202
3.4,1203
3.4,1204
3.4,1205
3.4,1206
3.4,1207
3.4,1208
3.4,1209
3.4,1210
3.4,1211
3.4,1212
3.4,1213
3.4,1214
3.4,1215
9.7,1216
9.7,1217
9.7,1218
9.7,1219
9.7,1220
9.7,1221
9.7,1222
9.7,1223
9.7,1224
9.7,1225
9.7,1226
9.7,1227
9.7,1228
9.7,1229
9.7,1230
9.7,1231
9.7,1232
9.7,1233
9.7,1234
9.7,1235
9.7,1236
9.7,1237
9.7,1238
9.7,1239
9.7,1240
9.7,1241
9.7,1242
9.7,1243
9.7,1244
9.7,1245
9.7,1246
14.1,1247
14.1,1248
14.1,1249
14.1,1250
14.1,1251
14.1,1252
14.1,1253
14.1,1254
14.1,1255
14.1,1256
14.1,1257
14.1,1258
14.1,1259
14.1,1260
14.1,1261
14.1,1262
14.1,1263
14.1,1264
14.1,1265
14.1,1266
14.1,1267
14.1,1268
14.1,1269
14.1,1270
14.1,1271
14.1,1272
14.1,1273
14.1,1274
14.1,1275
14.1,1276
18,1277
18,1278
18,1279
18,1280
18,1281
18,1282
18,1283
18,1284
18,1285
18,1286
18,1287
18,1288
18,1289
18,1290
18,1291
18,1292
18,1293
18,1294
18,1295
18,1296
18,1297
18,1298
18,1299
18,1300
18,1301
18,1302
18,1303
18,1304
18,1305
18,1306
18,1307
17.7,1308
17.7,1309
17.7,1310
17.7,1311
17.7,1312
17.7,1313
17.7,1314
17.7,1315
17.7,1316
17.7,1317
17.7,1318
17.7,1319
17.7,1320
17.7,1321
17.7,1322
17.7,1323
17.7,1324
17.7,1325
17.7,1326
17.7,1327
17.7,1328
17.7,1329
17.7,1330
17.7,1331
17.7,1332
17.7,1333
17.7,1334
17.7,1335
17.7,1336
17.7,1337
17.7,1338
13.4,1339
13.4,1340
13.4,1341
13.4,1342
13.4,1343
13.4,1344
13.4,1345
13.4,1346
13.4,1347
13.4,1348
13.4,1349
13.4,1350
13.4,1351
13.4,1352
13.4,1353
13.4,1354
13.4,1355
13.4,1356
13.4,1357
13.4,1358
13.4,1359
13.4,1360
13.4,1361
13.4,1362
13.4,1363
13.4,1364
13.4,1365
13.4,1366
13.4,1367
13.4,1368
7.7,1369
7.7,1370
7.7,1371
7.7,1372
7.7,1373
7.7,1374
7.7,1375
7.7,1376
7.7,1377
7.7,1378
7.7,1379
7.7,1380
7.7,1381
7.7,1382
7.7,1383
7.7,1384
7.7,1385
7.7,1386
7.7,1387
7.7,1388
7.7,1389
7.7,1390
7.7,1391
7.7,1392
7.7,1393
7.7,1394
7.7,1395
7.7,1396
7.7,1397
7.7,1398
7.7,1399
2,1400
2,1401
2,1402
2,1403
2,1404
2,1405
2,1406
2,1407
2,1408
2,1409
2,1410
2,1411
2,1412
2,1413
2,1414
2,1415
2,1416
2,1417
2,1418
2,1419
2,1420
2,1421
2,1422
2,1423
2,1424
2,1425
2,1426
2,1427
2,1428
2,1429
-4.5,1430
-4.5,1431
-4.5,1432
-4.5,1433
-4.5,1434
-4.5,1435
-4.5,1436
-4.5,1437
-4.5,1438
-4.5,1439
-4.5,1440
-4.5,1441
-4.5,1442
-4.5,1443
-4.5,1444
-4.5,1445
-4.5,1446
-4.5,1447
-4.5,1448
-4.5,1449
-4.5,1450
-4.5,1451
-4.5,1452
-4.5,1453
-4.5,1454
-4.5,1455
-4.5,1456
-4.5,1457
-4.5,1458
-4.5,1459
-4.5,1460
-8.5,1461
-8.5,1462
-8.5,1463
-8.5,1464
-8.5,1465
-8.5,1466
-8.5,1467
-8.5,1468
-8.5,1469
-8.5,1470
-8.5,1471
-8.5,1472
-8.5,1473
-8.5,1474
-8.5,1475
-8.5,1476
-8.5,1477
-8.5,1478
-8.5,1479
-8.5,1480
-8.5,1481
-8.5,1482
-8.5,1483
-8.5,1484
-8.5,1485
-8.5,1486
-8.5,1487
-8.5,1488
-8.5,1489
-8.5,1490
-8.5,1491
-8,1492
-8,1493
-8,1494
-8,1495
-8,1496
-8,1497
-8,1498
-8,1499
-8,1500
-8,1501
-8,1502
-8,1503
-8,1504
-8,1505
-8,1506
-8,1507
-8,1508
-8,1509
-8,1510
-8,1511
-8,1512
-8,1513
-8,1514
-8,1515
-8,1516
-8,1517
-8,1518
-8,1519
-3.5,1520
-3.5,1521
-3.5,1522
-3.5,1523
-3.5,1524
-3.5,1525
-3.5,1526
-3.5,1527
-3.5,1528
-3.5,1529
-3.5,1530
-3.5,1531
-3.5,1532
-3.5,1533
-3.5,1534
-3.5,1535
-3.5,1536
-3.5,1537
-3.5,1538
-3.5,1539
-3.5,1540
-3.5,1541
-3.5,1542
-3.5,1543
-3.5,1544
-3.5,1545
-3.5,1546
-3.5,1547
-3.5,1548
-3.5,1549
-3.5,1550
3.4,1551
3.4,1552
3.4,1553
3.4,1554
3.4,1555
3.4,1556
3.4,1557
3.4,1558
3.4,1559
3.4,1560
3.4,1561
3.4,1562
3.4,1563
3.4,1564
3.4,1565
3.4,1566
3.4,1567
3.4,1568
3.4,1569
3.4,1570
3.4,1571
3.4,1572
3.4,1573
3.4,1574
3.4,1575
3.4,1576
3.4,1577
3.4,1578
3.4,1579
3.4,1580
9.7,1581
9.7,1582
9.7,1583
9.7,1584
9.7,1585
9.7,1586
9.7,1587
9.7,1588
9.7,1589
9.7,1590
9.7,1591
9.7,1592
9.7,1593
9.7,1594
9.7,1595
9.7,1596
9.7,1597
9.7,1598
9.7,1599
9.7,1600
9.7,1601
9.7,1602
9.7,1603
9.7,1604
9.7,1605
9.7,1606
9.7,1607
9.7,1608
9.7,1609
9.7,1610
9.7,1611
14.1,1612
14.1,1613
14.1,1614
14.1,1615
14.1,1616
14.1,1617
14.1,1618
14.1,1619
14.1,1620
14.1,1621
14.1,1622
14.1,1623
14.1,1624
14.1,1625
14.1,1626
14.1,1627
14.1,1628
14.1,1629
14.1,1630
14.1,1631
14.1,1632
14.1,1633
14.1,1634
14.1,1635
14.1,1636
14.1,1637
14.1,1638
14.1,1639
14.1,1640
14.1,1641
18,1642
18,1643
18,1644
18,1645
18,1646
18,1647
18,1648
18,1649
18,1650
18,1651
18,1652
18,1653
18,1654
18,1655
18,1656
18,1657
18,1658
18,1659
18,1660
18,1661
18,1662
18,1663
18,1664
18,1665
18,1666
18,1667
18,1668
18,1669
18,1670
18,1671
18,1672
17.7,1673
17.7,1674
17.7,1675
17.7,1676
17.7,1677
17.7,1678
17.7,1679
17.7,1680
17.7,1681
17.7,1682
17.7,1683
17.7,1684
17.7,1685
17.7,1686
17.7,1687
17.7,1688
17.7,1689
17.7,1690
17.7,1691
17.7,1692
17.7,1693
17.7,1694
17.7,1695
17.7,1696
17.7,1697
17.7,1698
17.7,1699
17.7,1700
17.7,1701
17.7,1702
17.7,1703
13.4,1704
13.4,1705
13.4,1706
13.4,1707
13.4,1708
13.4,1709
13.4,1710
13.4,1711
13.4,1712
13.4,1713
13.4,1714
13.4,1715
13.4,1716
13.4,1717
13.4,1718
13.4,1719
13.4,1720
13.4,1721
13.4,1722
13.4,1723
13.4,1724
13.4,1725
13.4,1726
13.4,1727
13.4,1728
13.4,1729
13.4,1730
13.4,1731
13.4,1732
13.4,1733
7.7,1734
7.7,1735
7.7,1736
7.7,1737
7.7,1738
7.7,1739
7.7,1740
7.7,1741
7.7,1742
7.7,1743
7.7,1744
7.7,1745
7.7,1746
7.7,1747
7.7,1748
7.7,1749
7.7,1750
7.7,1751
7.7,1752
7.7,1753
7.7,1754
7.7,1755
7.7,1756
7.7,1757
7.7,1758
7.7,1759
7.7,1760
7.7,1761
7.7,1762
7.7,1763
7.7,1764
2,1765
2,1766
2,1767
2,1768
2,1769
2,1770
2,1771
2,1772
2,1773
2,1774
2,1775
2,1776
2,1777
2,1778
2,1779
2,1780
2,1781
2,1782
2,1783
2,1784
2,1785
2,1786
2,1787
2,1788
2,1789
2,1790
2,1791
2,1792
2,1793
2,1794
-4.5,1795
-4.5,1796
-4.5,1797
-4.5,1798
-4.5,1799
-4.5,1800
-4.5,1801
-4.5,1802
-4.5,1803
-4.5,1804
-4.5,1805
-4.5,1806
-4.5,1807
-4.5,1808
-4.5,1809
-4.5,1810
-4.5,1811
-4.5,1812
-4.5,1813
-4.5,1814
-4.5,1815
-4.5,1816
-4.5,1817
-4.5,1818
-4.5,1819
-4.5,1820
-4.5,1821
-4.5,1822
-4.5,1823
-4.5,1824
-4.5,1825
-8.5,1826
-8.5,1827
-8.5,1828
-8.5,1829
-8.5,1830
-8.5,1831
-8.5,1832
-8.5,1833
-8.5,1834
-8.5,1835
-8.5,1836
-8.5,1837
-8.5,1838
-8.5,1839
-8.5,1840
-8.5,1841
-8.5,1842
-8.5,1843
-8.5,1844
-8.5,1845
-8.5,1846
-8.5,1847
-8.5,1848
-8.5,1849
-8.5,1850
-8.5,1851
-8.5,1852
-8.5,1853
-8.5,1854
-8.5,1855
-8.5,1856
-8,1857
-8,1858
-8,1859
-8,1860
-8,1861
-8,1862
-8,1863
-8,1864
-8,1865
-8,1866
-8,1867
-8,1868
-8,1869
-8,1870
-8,1871
-8,1872
-8,1873
-8,1874
-8,1875
-8,1876
-8,1877
-8,1878
-8,1879
-8,1880
-8,1881
-8,1882
-8,1883
-8,1884
-3.5,1885
-3.5,1886
-3.5,1887
-3.5,1888
-3.5,1889
-3.5,1890
-3.5,1891
-3.5,1892
-3.5,1893
-3.5,1894
-3.5,1895
-3.5,1896
-3.5,1897
-3.5,1898
-3.5,1899
-3.5,1900
-3.5,1901
-3.5,1902
-3.5,1903
-3.5,1904
-3.5,1905
-3.5,1906
-3.5,1907
-3.5,1908
-3.5,1909
-3.5,1910
-3.5,1911
-3.5,1912
-3.5,1913
-3.5,1914
-3.5,1915
3.4,1916
3.4,1917
3.4,1918
3.4,1919
3.4,1920
3.4,1921
3.4,1922
3.4,1923
3.4,1924
3.4,1925
3.4,1926
3.4,1927
3.4,1928
3.4,1929
3.4,1930
3.4,1931
3.4,1932
3.4,1933
3.4,1934
3.4,1935
3.4,1936
3.4,1937
3.4,1938
3.4,1939
3.4,1940
3.4,1941
3.4,1942
3.4,1943
3.4,1944
3.4,1945
9.7,1946
9.7,1947
9.7,1948
9.7,1949
9.7,1950
9.7,1951
9.7,1952
9.7,1953
9.7,1954
9.7,1955
9.7,1956
9.7,1957
9.7,1958
9.7,1959
9.7,1960
9.7,1961
9.7,1962
9.7,1963
9.7,1964
9.7,1965
9.7,1966
9.7,1967
9.7,1968
9.7,1969
9.7,1970
9.7,1971
9.7,1972
9.7,1973
9.7,1974
9.7,1975
9.7,1976
14.1,1977
14.1,1978
14.1,1979
14.1,1980
14.1,1981
14.1,1982
14.1,1983
14.1,1984
14.1,1985
14.1,1986
14.1,1987
14.1,1988
14.1,1989
14.1,1990
14.1,1991
14.1,1992
14.1,1993
14.1,1994
14.1,1995
14.1,1996
14.1,1997
14.1,1998
14.1,1999
14.1,2000
14.1,2001
14.1,2002
14.1,2003
14.1,2004
14.1,2005
14.1,2006
18,2007
18,2008
18,2009
18,2010
18,2011
18,2012
18,2013
18,2014
18,2015
18,2016
18,2017
18,2018
18,2019
18,2020
18,2021
18,2022
18,2023
18,2024
18,2025
18,2026
18,2027
18,2028
18,2029
18,2030
18,2031
18,2032
18,2033
18,2034
18,2035
18,2036
18,2037
17.7,2038
17.7,2039
17.7,2040
17.7,2041
17.7,2042
17.7,2043
17.7,2044
17.7,2045
17.7,2046
17.7,2047
17.7,2048
17.7,2049
17.7,2050
17.7,2051
17.7,2052
17.7,2053
17.7,2054
17.7,2055
17.7,2056
17.7,2057
17.7,2058
17.7,2059
17.7,2060
17.7,2061
17.7,2062
17.7,2063
17.7,2064
17.7,2065
17.7,2066
17.7,2067
17.7,2068
13.4,2069
13.4,2070
13.4,2071
13.4,2072
13.4,2073
13.4,2074
13.4,2075
13.4,2076
13.4,2077
13.4,2078
13.4,2079
13.4,2080
13.4,2081
13.4,2082
13.4,2083
13.4,2084
13.4,2085
13.4,2086
13.4,2087
13.4,2088
13.4,2089
13.4,2090
13.4,2091
13.4,2092
13.4,2093
13.4,2094
13.4,2095
13.4,2096
13.4,2097
13.4,2098
7.7,2099
7.7,2100
7.7,2101
7.7,2102
7.7,2103
7.7,2104
7.7,2105
7.7,2106
7.7,2107
7.7,2108
7.7,2109
7.7,2110
7.7,2111
7.7,2112
7.7,2113
7.7,2114
7.7,2115
7.7,2116
7.7,2117
7.7,2118
7.7,2119
7.7,2120
7.7,2121
7.7,2122
7.7,2123
7.7,2124
7.7,2125
7.7,2126
7.7,2127
7.7,2128
7.7,2129
2,2130
2,2131
2,2132
2,2133
2,2134
2,2135
2,2136
2,2137
2,2138
2,2139
2,2140
2,2141
2,2142
2,2143
2,2144
2,2145
2,2146
2,2147
2,2148
2,2149
2,2150
2,2151
2,2152
2,2153
2,2154
2,2155
2,2156
2,2157
2,2158
2,2159
-4.5,2160
-4.5,2161
-4.5,2162
-4.5,2163
-4.5,2164
-4.5,2165
-4.5,2166
-4.5,2167
-4.5,2168
-4.5,2169
-4.5,2170
-4.5,2171
-4.5,2172
-4.5,2173
-4.5,2174
-4.5,2175
-4.5,2176
-4.5,2177
-4.5,2178
-4.5,2179
-4.5,2180
-4.5,2181
-4.5,2182
-4.5,2183
-4.5,2184
-4.5,2185
-4.5,2186
-4.5,2187
-4.5,2188
-4.5,2189
